SMILES,Code
Cc1ccc(cc1-c1ccc(cc1)C(=O)NCC1CC1)C(=O)Nc1cccc(c1)C(C)(C)C,28-23-13
CN1CCN(CC1)c1ccc(cc1NC(=O)c1cc(N)c(F)c(C)c1Cl)-c1ccc(N)cc1,8-26-11
CC(C)Oc1cccc2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N3CCN(CC3)c3ccc(cc3)[N+]([O-])=O)Cc12,15-16-21
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1S(=O)(=O)C(F)(F)F)S(=O)(=O)Nc1ncnc2CN(CCc12)C1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,6-23-0
CCCN1C(C)=CC=C2C(=O)NC(N)N=C12,19-14-15
CCOC(=O)C1CCC(=O)C=C1C,17-10-14
CC(C)C[C@H](N(C)C(=O)CN(C)C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cscn1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCN=C(N)N)C(C)(C)S)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(O)=O,10-21-18
OC(=O)C1CCN(CC1)C(=O)c1cc(nc2ccccc12)-c1ccc(Cl)s1,19-19-12
NS(=O)(=O)c1cccc(c1)C(=O)Cn1cnc2ccccc12,1-1-0
COC(=O)[C@H](CO)NC(=O)[C@H](CCCC[N+](C)(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)c1ccccc1,11-18-21
CCOc1ccc(\C=C2|SC(=S)N(CCNCc3ccc(cc3)C(O)=O)C2=O)cc1,11-16-4
C=CCCOC(=O)c1cccnc1,20-14-13
Fc1ccccc1CNC(=S)N1CCC(CC1)c1cnc[nH]1,18-15-21
CC(C)C[C@@H]1CN[C@@H](CCCCN)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC(=O)N1,13-26-22
CCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)C(\C)=C|C)C(C)=C2[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(OC(=O)CCCCCCC)[C@H](C[C@](C)(OC(C)=O)[C@@H]12)OC(=O)CCC,11-8-27
CC(C)C[C@@H]1CN[C@@H](CC(C)C)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC(=O)N1,13-27-22
CC(C)C[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(O)=O,8-24-14
O=C(Cc1ccc(OCC[NH+]2CCCC2)cc1)Nc1cc(n[nH]1)C1CC1,31-20-18
NS(=O)(=O)c1ccc(cc1Cl)C(=O)CSc1ncccn1,0-2-0
CN1CCC([C@H](O)C1)c1c(O)cc(O)c2c1oc(cc2=O)-c1ccccc1Cl,31-3-3
CCc1nc(NCc2ccc(cc2)-c2ccccc2-c2nnn[nH]2)c2c(OC)cccc2n1,6-29-19
C[C@H]1O[C@@H](OCCOCCOCCn2cc(COc3c4Cc5cc(cc(Cc6cc(cc(Cc7cc(cc(Cc3cc(c4)C(C)(C)C)c7OCc3cn(CCOCCOCCO[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)nn3)C(C)(C)C)c6OCc3cn(CCOCCOCCO[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)nn3)C(C)(C)C)c5OCc3cn(CCOCCOCCO[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)nn3)C(C)(C)C)nn2)[C@H](O)[C@@H](O)[C@H]1O,0-8-21
Brc1cccc(c1)C1CC(c2ccccc2I)n2nnnc2N1,16-22-2
O=C(N1CCCC1)c1cnc2ccccc2n1,20-17-14
OC(CNCCOCCOCCNC(=O)CCCCCNC(=O)COc1ccc(\C=C\c2ccc3C=C4C=CC(c5cccs5)=[N+]4[B-](F)(F)n23)cc1)COc1ccccc1CC=C,14-9-27
NC(N)=NCCC[C@@H](NC(=O)[C@@H](CCCN=C(N)N)NC(=O)CCCCCCCNC(=O)CCCCCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)C(N)=O,24-12-11
Cc1ccc(cc1)S(=O)(=O)Nc1ccccc1CNc1cnc2ccccc2c1,27-7-27
OC(=O)Cn1cnc2c(NC3CCCC3)nc(NCc3ccc(cc3)C3CCCCC3)nc12,24-11-11
CN1Cc2cc(F)ccc2OCCNC(=O)c2cnc3ccc1nn23,27-8-16
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)c2cc1OCCCN1CCN(CC1)S(C)(=O)=O,31-14-22
COc1ccc(cc1)-n1nc(cc1NC(=O)Nc1cccc(Oc2ncnc3cc(OC)c(OC)cc23)c1)C(C)(C)C,31-25-21
CN1CCCC1CCOC(c1cc2nccc(C(O)=O)c2[nH]1)c1ccccc1Cl,19-16-7
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccco1,19-15-28
CC(C)C[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)C(C)(C)S)[C@@H](C)O)C(=O)N[C@@H](Cc1cccnc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(O)=O,8-26-15
CC1(C)\C(=C|C=C2\CCCC(C=CC3=[N+](CCCCS([O-])(=O)=O)c4ccc(cc4C3(C)C)S([O-])(=O)=O)=C2Oc2ccc(cc2)S([O-])(=O)=O)N(CCCCCC(=O)NCCCCCC(=O)NC23CC4(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC(O)=O)C(O)=O)C(O)=O)CC(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC(O)=O)C(O)=O)C(O)=O)(CC(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC([O-])=O)C(O)=O)C(O)=O)(C4)C2)C3)c2ccc(cc12)S([O-])(=O)=O,9-11-18
CCc1nn(CCCN2CCN(CC2)c2cccc(Cl)c2)c(=O)n1CCOc1ccccc1,17-14-21
CC[C@@H](C)[C@H](N)C(=O)N1Cc2ccccc2C1P(=O)(Oc1ccc(NC(C)=O)cc1)Oc1ccc(NC(C)=O)cc1,11-21-12
COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C(F)(F)F)C(O)(c1cnc(C)n1C)c1cnc(C)n1C,8-27-4
CNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccc(Cl)cc1,11-16-18
CSCC[C@H](NC=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,9-11-16
ONC(=O)[C@H]1COC(=N1)c1ccc(OC(F)(F)F)c(Cl)c1,18-15-12
CCCCCCCCCCCCCCCC(=O)Oc1ccc(C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccccc2)C(O)=O)cc1,8-19-19
CCCc1cc2c(cc1C(=C)c1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C,12-24-10
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,9-21-15
CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)NCCCCNC(=O)OCc1cncs1,18-20-13
CC(C)n1cc2C[C@@H]3[C@H](C[C@@H](COC(=O)C4CCC4)CN3C)c3cccc1c23,16-19-20
COc1ccc(cc1O)C(=O)C1=C2OC(C)(C)[C@@H](CC=C(C)C)C[C@@]22C[C@@H](CC=C(C)C)C(C)(C)[C@](CC=C(C)C)(C2)C1=O,22-26-10
OC(=O)c1cccc(n1)N1CCc2cccc(C(=O)Nc3nc4ccccc4s3)c2C1,12-20-0
OC[C@H]1O[C@@H](O[C@@H]2OCC[C@H]3[C@H](OC(=O)c4ccc(O)cc4)[C@@H]4O[C@]4(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,1-4-21
CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,2-14-13
CCOC(=O)CCNCC(O)COc1cccc(Cl)c1,14-8-26
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@H](C4)OCCN4CCOCC4)cc3)nn3cccc23)n[nH]1,31-15-9
COC(=O)[C@]12CCCN1C[C@@H](CC2)NC(=O)OC(C)(C)C,15-27-20
C(CN1CCCCC1)C#Cc1ccc(CN2CCCCC2)cc1,20-28-18
CO[C@@H]1CN(CCCOc2ccc(F)cc2)CC[C@@H]1NC(=O)c1cc(Cl)c(N)cc1OC,17-16-21
CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(O)(=O)=O)cc1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,13-16-19
COc1cccc2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N3CCN(CC3)c3ccc4nonc4c3)Cc12,14-15-21
Clc1ccc(cc1)S(=O)(=O)NCCc1cccc(CC2CC(=O)CC2=O)c1,13-20-6
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCN)NC(C)=O)C(O)=O,11-20-18
CN[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC1=O)[C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O,11-19-19
CC(C)C[C@H](N(C)C(=O)CN(C)C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCN=C(N)N)C(C)(C)S)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(O)=O,10-23-17
COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)c2cc1OCCOC,31-17-18
CC[C@H](C)[C@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)CC2(CCCCC2)SSC[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](NC1=O)[C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(O)=O,11-23-16
O=C(N1CCC(CC1)N1CCCC1)c1ccc(C(=O)N2CCC(CC2)N2CCCC2)c(Nc2ccccc2)c1,14-18-15
CSCC[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](N)CO)[C@H](C)O)[C@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H]([C@H](C)O)C(O)=O,12-17-16
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3ccc(cc23)C(=O)NCCc2cnc[nH]2)cc1,31-2-0
Cc1nc2c(N)cc(nn2c1Nc1cccc(c1CN1CCS(=O)(=O)CC1)C(F)(F)F)N1CCOCC1,26-12-25
Cc1c(Cc2c(nc3c(N)cc(nn23)N2CCOCC2)C(O)CN)cccc1C(F)(F)F,26-14-26
CC1(C)CC=C(c2ccc(F)cc2)c2cc(ccc12)C#Cc1ccc(cc1)C(O)=O,10-20-0
COC(=O)[C@@H](NC(C)=O)[C@@H](C)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@]3(C[C@H](O)[C@@H](NC(C)=O)[C@@H](O3)[C@H](O)[C@H](O)CNC(=O)c3ccccc3)C([O-])=O)[C@H]2O)[C@H]1NC(C)=O,0-12-19
CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC,16-13-11
COc1cc2ncc(-c3ccc(CC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c(F)c3)c(N=[N]#N)c2cc1OC,31-17-16
COc1ccc(CCNC[C@H](O)COc2ccc(Cc3nc(c[nH]3)C(C)=O)cc2)cc1OC,17-9-24
COc1cc(ccc1Nc1ncc(c(CCc2ccccc2CC(N)=O)n1)C(F)(F)F)N1CCNCC1,31-12-27
CC(C)N1C(=O)CC(C)(C)c2cc(ccc12)C#Cc1ccc(cc1)C(O)=O,12-18-0
Cc1cccc(\C=C2\SC(=S)N(C(Cc3ccccc3)C(O)=O)C2=O)c1,8-15-1
CN(C)S(=O)(=O)c1c(Nc2cc(F)cc(Cl)c2)ccc2nonc12,21-18-11
Clc1cc2Oc3cc(Cl)c(cc3Oc2cc1Cl)N=[N]#N,19-14-10
NS(=O)(=O)c1c(F)c(F)c(Oc2ccccc2)c(F)c1F,0-1-0
CC(C)(C)OC(=O)NCCCCCC(=O)NC12CC3(CCC=O)CC(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC(O)=O)C(O)=O)C(O)=O)(CC(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC(O)=O)C(O)=O)C(O)=O)(C3)C1)C2,6-11-18
COc1cccc(CCNC(=O)N[C@@H](Cc2cc(Br)c(O)c(Br)c2)C(=O)N[C@H](CCCCN)C(=O)N2CCN(CC2)c2ccncc2)c1,11-18-16
CO[C@H]1O[C@H](CNC(=O)CN(C2CCCCC2)C(C)=O)[C@@H](OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O,7-26-18
CC(C)CCC[C@]1(C)CCc2cc(O)c(C)c(C)c2O1,17-27-8
CC(C)CN1C=CC(C)=C2C(=O)NC(N)N=C12,14-27-14
OC(=O)CN1Cc2cccc(NC(=O)OCC3c4ccccc4-c4ccccc34)c2N[C@@H](Cc2c[nH]c3ccccc23)C1=O,14-7-18
COc1ccc(CSc2nc3c(nc(N)[nH]c3=O)[nH]2)c(F)c1,23-11-27
Cc1nc2c(N)cc(nn2c1Nc1cccc(C)c1C)N1CCOCC1,25-12-26
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,16-15-4
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(nn4-c4ccncc4)C(C)(C)C)c3)c2cc1OC,31-25-22
CC(C)CCOC(=O)Nc1cc(nc2ccccc12)-c1ccc2ccccc2c1,10-21-20
Cc1nc2c(cc(nn2c1Nc1ccccc1N1CCOCC1)N1CCOCC1)-c1ccn[nH]1,25-10-24
CC(C)C[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(C)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)C(C)(C)S)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(O)=O,8-26-14
NC[C@H]([C@@H](O)c1ccccc1)c1ccccc1,19-12-17
CC(C)Nc1ncnn2cccc12,20-15-14
NC(=O)c1ccc(cc1N[C@H]1CC[C@H](O)CC1)-n1cccc1Cc1c(F)cccc1F,31-22-0
CC(=O)n1cc(N(C(=O)CCl)c2ccccc2)c2ccccc12,21-17-14
CN1CC[C@@H](Nc2ncc(-c3cncc(C)c3)c3cc(C)c(=O)[nH]c23)[C@@H](C1)OCC1CCS(=O)(=O)CC1,21-12-10
Cc1ccccc1C1=CCC(C)(C)c2ccc(cc12)C#Cc1ccc(cc1)C(O)=O,10-19-0
CC(NC(=O)OCCCN1CCCCC1)C(C)(C)C,15-28-17
CN(C)CCNC(=O)c1n[nH]c2ncc(cc12)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)cc1,31-14-16
Oc1[nH]c(=O)[nH]c1Cc1cc(I)c(Oc2ccc(O)c(Br)c2)c(I)c1,13-23-0
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)O[C@H](CNC2=O)c2ccccc2)cc1,6-25-12
COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)S(C)(=O)=O)C(O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,7-30-4
CC1(C)CCC(C)(C)c2cc(C(=O)c3ccc(cc3)C(O)=O)c(Br)cc12,14-19-8
CC(C)n1cc2C[C@@H]3[C@H](C[C@@H](COC(=O)C4CCCCC4)CN3C)c3cccc1c23,14-18-21
OC(=O)CCc1c([nH]c2cc(Cl)cc(Cl)c12)C(O)=O,15-9-12
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c3)c2cc1OC,31-14-17
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(O)=O,9-27-16
CN(Cc1cc(Cl)cc(c1O)-c1cc(-c2cc(ccc2Cl)C(F)(F)F)c(C#N)c(=O)[nH]1)C(=O)C1CCCCC1,9-20-18
COc1ccccc1NC(=O)CSc1nc(-c2ccc(Cl)cc2)c(C#N)c(=O)[nH]1,22-16-13
[NH3+]C(Cc1c[nH]c2ccccc12)C([O-])=O,14-14-19
CN(C)CCc1cnc(CCC(c2ccccc2)c2ccccc2)[nH]1,16-23-21
COc1nc2ccc(cc2c(Cl)c1OCC1CC1(F)F)[C@@](O)(c1cnnn1C)c1ccc(C)nc1C,11-27-6
CCCCc1nc2ccccc2n1CC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,11-7-15
COc1cc2ncnc(Oc3cc(NC(=O)Nc4cc(on4)C(C)(C)C)ccc3Cl)c2cc1OC,31-18-18
CC(NC(=O)OCCCc1cnc[nH]1)C(C)(C)C,21-28-15
OC(=O)CSc1nc2ccccc2n1CCOc1ccccc1,20-15-12
COc1ccc(OCCN2CC3CCCC(N3S(=O)(=O)c3ccc4[nH]c(=O)sc4c3)C2=O)cc1OC,8-30-19
COc1cccc(c1)C1c2c(C)[nH]nc2NC2=C1C(=O)CC(C)(C)C2,22-10-7
CCOc1nc2ccccc2nc1C(=O)N1CCN(C)CC1,18-18-17
Cc1cc2cc3N(CCc3cc2n1C)C(=O)Nc1cccnc1,16-17-22
C1CC(CCO1)Nc1cc(ccn1)-n1c(nc2ccccc12)-c1ccc2ccccc2c1,24-25-0
ONC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1cccc2ccccc12,0-10-7
C[C@@H]1O[C@H](OC(=O)C(C)(C)C)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](\C=C\[C@H]3CCC[C@H](C)N3C)[C@@H]12,10-24-17
CCC(CC)\C=C1|CCn2c1nc(=O)c1c(Cl)cccc21,15-20-15
COc1nc2ccc(cc2c(Cl)c1CN1CCn2nc(nc2C1)C(F)(F)F)[C@@](O)(c1cncn1C)c1ccnc(c1)C(F)(F)F,8-27-6
CCCNC(=O)CC#N,14-22-17
OC(=O)[C@@H](N1[C@@H](c2ccc(Cl)cc2)C(=O)Nc2ccc(I)cc2C1=O)c1ccc(Cl)cc1,7-26-6
CNC(=O)c1cc2cc(cnc2[nH]1)-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C)cc1,31-16-16
COc1ccc(Oc2cc3n(C)c(=O)n(C)c3cc2NS(=O)(=O)c2ccc(OC)c(OC)c2)cc1,22-13-5
CN(C)[C@H]1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2ccc(C)c(Nc3ncc(cn3)-c3cncnc3)c2)C1,31-17-14
COc1cc(c(OC)cc1CN(C)C)-c1cn(C)c(=O)c2cnccc12,26-19-7
CC(C)C[C@H](N(C)C(=O)CN(C)C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(N)cc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCN=C(N)N)C(C)(C)S)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(O)=O,10-23-18
[Na+].[Na+].[Na+].[Na+].Cc1cc(COc2cc(OS([O-])(=O)=O)cc3oc(cc(=O)c23)-c2ccc(OS([O-])(=O)=O)cc2)c(C)cc1COc1cc(OS([O-])(=O)=O)cc2oc(cc(=O)c12)-c1ccc(OS([O-])(=O)=O)cc1,18-10-8
CCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)c2cc1OCC,31-16-17
NS(=O)(=O)c1c(F)c(F)c(SCCc2ccccc2)c(F)c1F,0-1-0
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,9-1-2
COc1cccc(OC)c1OCCNC[C@@H]1C[C@H](c2ccccc2)c2ccccc2O1,19-15-29
COC(=O)[C@H](CCCN=C(N)NN(=O)=O)C1C(=O)CC2C1=CC(=O)CC2(C)C,6-12-23
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,20-11-9
O[C@@H](CNCCOCCOCCNC(=O)CCCCCNC(=O)COc1ccc(\C=C\c2ccc3C=C4C=CC(c5cccs5)=[N+]4[B-](F)(F)n23)cc1)COc1ccccc1CC=C,14-9-27
OC(=O)c1ccccn1,15-7-13
OC(=O)Cn1cnc2c(Oc3ccc(cc3)[N+]([O-])=O)nc(NCc3ccc(cc3)C3CCCCC3)nc12,21-20-10
COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,18-16-19
C[C@@H](Cc1ccccc1)NC[C@@H](O)c1cc(O)cc(O)c1,18-19-16
OC(=O)c1ccc2oc(cc(=O)c2c1)-c1cccc(\C=C\c2ccc3ccccc3n2)c1,16-19-9
COc1cc(OC)c2c(c1)nc([nH]c2=O)-c1cc(C)c(OCCO)c(C)c1,23-17-4
OC(=O)c1cc(ccc1-c1c2ccc(O)cc2oc2cc(=O)ccc12)C(=O)NCCCCCC(=O)NCCNC(=O)CCc1ccc(cc1)S(=O)(=O)N(CC(=O)N\N=C1|C(=O)Nc2ccccc12)c1ccc(Cl)cc1,9-28-18
Cc1cc2c(cc1S(=O)(=O)c1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C,14-12-13
CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](COC(C)(C)C)C(O)=O,2-17-11
COc1ccc(Oc2ccc3C(=C(C#N)C#N)C(=O)c4cccc2c34)cc1,20-11-9
CC1Nc2ccn3ncc(C(=O)NCCOc4ccc(F)cc14)c3n2,31-4-17
CC(C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,11-17-16
CCOc1cc2ncc(cc2cc1OC)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,31-17-16
Nc1ccccc1Oc1ccc(cc1)-c1nc(N)nc(N)n1,22-13-19
COc1ccc(cc1)-n1nc(cc1NC(=O)Nc1cccc(Sc2ncnc3cc(OC)c(OC)cc23)c1)C(C)(C)C,31-23-25
COCC(=O)Nc1cc(Oc2ccc(NC(=O)Nc3cc(nn3-c3ccc(C)cc3)C(C)(C)C)c3ccccc23)ccn1,30-16-14
Nc1c(cc(Nc2ccc(Nc3nc(Cl)nc(Nc4ccccc4S([O-])(=O)=O)n3)c(c2)S([O-])(=O)=O)c2C(=O)c3ccccc3C(=O)c12)S([O-])(=O)=O,12-14-13
CC(C)C[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CSCc3cc(CSC[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N2)cc(CSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O)C(=O)NCC(N)=O)c3,10-24-15
OC(=O)CCCCCCCn1ccnc1,15-15-4
Clc1cccc(CNCCCCCCNCCCCCCCCNCCCCCCNCc2cccc(Cl)c2)c1,16-10-17
